lv_string_id	english	chinese	french	german	japanese	italian	spanish	russian
STR_WIFI_PWD	Password	密码	Password	Passwort	パスワード	Parola d'ordine	Contraseña	Пароль
STR_WIFI_SHOW_PWD	Show password	显示密码	Show password	Passwort anzeigen	パスワードを表示	Mostra password	Mostrar contraseña	Показать пароль
STR_WIFI_NET_MODE	Net Mode	网络模式	Mode réseau	Netzmodus	ネットモード	Modalità rete	Modo neto	Сетевой режим
STR_WIFI_IP_ADDR	IP Address	IP地址	IP Address	IP Adresse	IPアドレス	Indirizzo IP	Dirección IP	Айпи адрес
STR_WIFI_NET_MASK	Net Mask	掩码	Masque	Netzmaske	ネットマスク	Maschera di rete	Máscara de red	Сетевая маска
STR_WIFI_GATE_WAY	Gate Way	网关	Gate Way	Torweg	ゲートウェイ	Via Porta	camino de la puerta	Путь к воротам
STR_WIFI_DNS	DNS	DNS	DNS	DNS	DNS	DNS	DNS	DNS
STR_WIFI_MAC	MAC	MAC	MAC	MAC	マック	MAC	MAC	МАК
STR_WIFI_STATIC_IP	Static IP	静态IP	IP statique	Statische IP	固定IP	IP statico	IP estática	Статический IP
STR_WIFI_CONNECT_ERR	Connect timeout or\npassword error	连接超时或密码错误	délai de connexion expiré \nou mot de passe incorrect	Zeitüberschreitung bei der Verbindung oder Passwortfehler	接続タイムアウトまたは\nパスワード エラー	Timeout di connessione o\nerrore di password	Error de tiempo de espera de conexión o\ncontraseña	Время ожидания подключения или\nошибка пароля
STR_WIFI_NOT_CONNECT	WiFi not turned on!	WiFi未打开!	le WiFi n'est pas activé!	WLAN nicht eingeschaltet!	WiFiがオンになっていません!	Wi-Fi non acceso!	WiFi no encendido!	WiFi не включен!
STR_RESET	Reset	重置	Réinitialiser	Zurücksetzen	リセット	Ripristina	Reiniciar	Перезагрузить
STR_FOCUS_FORWAD	Forward	前移	Avant	Nach vorne	前方	Inoltrare	Adelante	Вперед
STR_FOCUS_BACK	Backward	后移	En arrière	Rückwärts	後方へ	Indietro	Hacia atrás	Назад
STR_FOCUS	Focus	对焦	Focus	Fokus	集中	Messa a fuoco	Enfocar	Фокус
STR_EBOOK_UP	Up	上一页	Up	Hoch	上	Su	Arriba	Вверх
STR_EBOOK_DOWN	Down	下一页	Down	Runter	下	Giù	Abajo	Вниз
STR_EBOOK_PREV	Prev	上一部	Prév	Vorher	前へ	Prec	Anterior	Пред.
STR_EBOOK_NEXT	Next	下一部	Next	Nächste	次	Prossimo	Próximo	Следующий
STR_SUBTITLE_MSG	Unsupport Subtitle Type	字幕类型不支持	Type de sous-titre non supporté	Untertiteltyp wird nicht unterstützt	字幕タイプをサポートしていない	Tipo di sottotitoli non supportato	Tipo de subtítulo no compatible	Отменить поддержку типа субтитров
STR_ZOOMMOVE	Move	移动	Move	Umzug	動く	Mossa	Mover	Двигаться
STR_MP_NO_DEV	No Device	无设备	No Device	Kein Gerät	デバイスなし	Nessun dispositivo	Sin dispositivo	Нет устройства
STR_MIRROR_ROTATE_ON	Mirror rotate on	镜像旋转开	Miroir tourner sur	Spiegel dreht sich weiter	ミラー回転オン	Lo specchio ruota	Rotación del espejo activada	Зеркало вращается
STR_MIRROR_ROTATE_OFF	Mirror rotate off	镜像旋转关	Le miroir s'éteint	Spiegel dreht sich aus	ミラー回転オフ	Lo specchio ruota fuori	Rotación del espejo desactivada	Зеркало выключено
STR_FRENCH	French	法语	Français	Französisch	フランス語	francese	Francés	Французский
STR_LANG	English	中文	Français	Deutsch	日本語	Italiano	Español	Русский
STR_ENTER_STANDBY	Do you want to perform a shutdown?	您要执行关机吗？	Voulez-vous effectuer un arrêt ?	Möchten Sie einen Shutdown durchführen?	シャットダウンを実行しますか?	Vuoi eseguire uno spegnimento?	¿Desea realizar un apagado?	Вы хотите выполнить отключение?
STR_WINDOW_SCALE	Zoom	缩放	Zoom	Zoom	ズーム	Zoom	Zoom	Увеличить
STR_WIFI_NOT_READY	WI-FI initializing…,please wait	WI-FI初始化中…,请稍后	Initialisation WI-FI ..., veuillez patienter	WI-FI wird initialisiert…, bitte warten	WI-FIを初期化中…、お待ちください	Inizializzazione WI-FI in corso…,attendere	WI-FI inicializándose..., por favor espere	Инициализация WI-FI…, подождите
STR_WIFI_READY	WI-FI initializing…,please wait	WI-FI初始化中…,请稍后	Initialisation WI-FI ..., veuillez patienter	WI-FI wird initialisiert…, bitte warten	WI-FIを初期化中…、お待ちください	Inizializzazione WI-FI in corso…,attendere	WI-FI inicializándose..., por favor espere	Инициализация WI-FI…, подождите
STR_ANDROID_SCAN_QR	Please scan the code of Android device to install software	安卓设备请扫码安装软件	Appareils Android Veuillez balayer le Code pour installer le logiciel	Bitte scannen Sie den Code des Android-Geräts, um die Software zu installieren	Android デバイスのコードをスキャンしてソフトウェアをインストールしてください	Eseguire la scansione del codice del dispositivo Android per installare il software	Escanee el código del dispositivo Android para instalar el software	Пожалуйста, отсканируйте код устройства Android, чтобы установить программное обеспечение
STR_USB_UPG_READ	USB upgrade, reading ...	USB升级，读取中	Mise à niveau USB, lecture ...	USB-Upgrade, Lesen ...	USB アップグレード、読み取り中...	Aggiornamento USB, lettura...	Actualización USB, lectura...	Обновление USB, чтение ...
STR_NET_UPG_DOWNLOAD	Network upgrade, downloading ...	网络升级，下载中	Mise à niveau du réseau, téléchargement ...	Netzwerk-Upgrade, Herunterladen ...	ネットワークのアップグレード、ダウンロード中...	Aggiornamento di rete, download...	Actualización de red, descarga...	Обновление сети, загрузка...
STR_USB_UPG_OPEN_FILE_FAIL	Open USB upgraded file fail!	打开升级文件失败	Échec du fichier de mise à niveau USB ouvert!	Beim Öffnen der aktualisierten USB-Datei ist ein Fehler aufgetreten!	USB アップグレード ファイルを開くのに失敗しました!	Apri file aggiornato USB fallito!	¡Error al abrir el archivo USB actualizado!	Не удалось открыть обновленный файл USB!
STR_USB_UPG_FILE_LARGE	Upgraded file too large!	升级文件太大	Fichier mis à niveau trop volumineux!	Aktualisierte Datei zu groß!	アップグレードされたファイルが大きすぎます。	File aggiornato troppo grande!	¡El archivo actualizado es demasiado grande!	Обновленный файл слишком большой!
STR_USB_UPG_READ_FAIL	Read USB upgraded file error!	读取升级文件错	Lire l’erreur de fichier mis à niveau USB!	Fehler beim Lesen der USB-aktualisierten Datei!	USB アップグレード ファイルの読み取りエラー!	Leggi errore file aggiornato USB!	¡Error de lectura de archivo USB actualizado!	Ошибка чтения обновленного файла USB!
STR_NET_UPG_HTTP_BAD	HTTP server bad!	HTTP服务器有错	Serveur HTTP mauvais!	HTTP-Server schlecht!	HTTPサーバーが悪い！	Server HTTP difettoso!	¡Servidor HTTP malo!	HTTP-сервер неисправен!
STR_UPG_USER_CANCEL	User download interrupt!	取消升级	Interruption du téléchargement de l’utilisateur!	Benutzer-Download-Unterbrechung!	ユーザーのダウンロードが中断されました!	Interruzione download utente!	¡Interrupción de descarga de usuario!	Прерывание загрузки пользователя!
STR_UPG_PRODUCT_ID_MISMATCH	Board product ID mismatch!	升级产品型号不匹配	Incompatibilité de l’ID de produit de la carte !	Die Produkt-ID der Platine stimmt nicht überein!	ボードのプロダクト ID が一致しません!	Mancata corrispondenza dell'ID prodotto della scheda!	¡No coincide el ID del producto de la placa!	Несоответствие идентификатора продукта Board!
STR_UPG_SW_VER_NOT_UPG	Software version is new, do not need upgrade!	已经是最新软件，无需升级	La version du logiciel est nouvelle, n’a pas besoin de mise à niveau!	Die Softwareversion ist neu, kein Upgrade erforderlich!	ソフトウェアのバージョンは新しいため、アップグレードする必要はありません。	La versione del software è nuova, non è necessario l'aggiornamento!	La versión del software es nueva, ¡no necesita actualización!	Версия программного обеспечения новая, обновление не требуется!
STR_UPG_SW_ILLGAL	Upgraded firmware is corrupted or illgal!	升级固件被破坏	Le firmware mis à jour est corrompu ou illgal!	Die aktualisierte Firmware ist beschädigt oder illegal!	アップグレードされたファームウェアが破損しているか、違法です。	Il firmware aggiornato è danneggiato o illegale!	¡El firmware actualizado está dañado o no es válido!	Обновленная прошивка повреждена или недействительна!
STR_UPG_UNZIP_FAIL	Decompress upgraded firmware fail!	解压升级固件失败	Décompresser le firmware mis à niveau échoue !	Dekomprimieren der aktualisierten Firmware schlägt fehl!	アップグレードされたファームウェアの解凍に失敗しました。	La decompressione del firmware aggiornato fallisce!	¡Falló el firmware actualizado al descomprimir!	Распаковать обновленную прошивку не получится!
STR_UPG_BURNING	Burning flash, DO NOT power off!	Flash烧写中，不要断电	Flash brûlant, NE PAS éteindre!	Brennender Blitz, NICHT ausschalten!	フラッシュが燃えているので、電源を切らないでください。	Flash in fiamme, NON spegnere!	Flash ardiente, ¡NO lo apague!	Горящая вспышка, НЕ выключайте питание!
STR_USB_UPG_OK	Upgrade successful, Plugout U-disk, then reboot ...	升级成功，请拔出U盘，重启	Mise à niveau réussie, Plugout U-disk, puis redémarrage ...	Upgrade erfolgreich, U-Disk ausstecken, dann neu starten ...	アップグレードは成功しました。U ディスクを取り外して、再起動します...	Aggiornamento riuscito, Plugout U-disk, quindi riavviare...	Actualización exitosa, Plugout U-disk, luego reinicie...	Обновление прошло успешно, подключите U-диск, затем перезагрузитесь...
STR_NET_UPG_OK	Upgrade successful, reboot now ...	升级成功，正在重启	Mise à niveau réussie, redémarrez maintenant ...	Upgrade erfolgreich, jetzt neu starten ...	アップグレードは成功しました。今すぐ再起動してください...	Aggiornamento riuscito, riavvia ora...	Actualización exitosa, reinicie ahora...	Обновление прошло успешно, перезагрузите сейчас...
STR_UPG_BURN_FAIL	Flash burn fail, reboot now ...	Flash烧写失败，正在重启	La gravure flash échoue, redémarrez maintenant ...	Flash-Brennen fehlgeschlagen, jetzt neu starten ...	フラッシュ書き込みに失敗しました。今すぐ再起動してください...	Masterizzazione flash fallita, riavvia ora...	Error de grabación flash, reinicie ahora...	Сбой записи флэш-памяти, перезагрузите сейчас ...
STR_BT_DISCONNECTED	BT disconnected	蓝牙已断开	BT déconnecté	BT-Verbindung getrennt	BTが切断されました	BT disconnesso	BT desconectado	БТ отключен
STR_BT_CONNECTED	BT connected	蓝牙已连接	BT connecté	BT verbunden	BT接続済み	BT connesso	BT conectado	Bluetooth подключен
STR_BT_CONN_FAILED	BT connect failed	蓝牙连接失败	Échec de BT Connect	BT-Verbindung fehlgeschlagen	BT接続に失敗しました	Connessione BT non riuscita	Conexión BT fallida	Не удалось подключиться по BT
STR_HDMI_FORMAT_USPT	Not Support Format	不支持格式	Format non pris en charge	Nicht unterstütztes Format	サポートされていない形式	Formato non supportato	Formato no compatible	Не поддерживает формат
STR_NO_SIGNAL	NO SIGNAL	无信号	PAS DE SIGNAL	KEIN SIGNAL	信号がありません	NESSUN SEGNALE	SIN SEÑAL	НЕТ СИГНАЛА
STR_VIDEO_LINK_ERR	Video link error	链接获取失败	Échec de l’obtention du lien vidéo	Fehler beim Videolink	ビデオリンクエラー	Errore di collegamento video	error de enlace de video	Ошибка ссылки на видео
STR_VIDEO_LINK_ERR_PLAY_NEXT	Video link error,play next	链接获取失败，播放下一个节目	Échec de l’obtention du lien. Lire le prochain programme	Fehler beim Videolink, als nächstes abspielen	ビデオリンクエラー、次に再生	Errore collegamento video, riproduci dopo	Error de enlace de video, reproducir a continuación	Ошибка ссылки на видео, воспроизвести дальше
STR_VIDEO_LINK_ERR_PLAY_PREV	Video link error,play prev	链接获取失败，播放上一个节目	Échec de l’acquisition du lien, lecture du programme précédent	Fehler beim Videolink, vorherige Wiedergabe abspielen	ビデオリンクエラー、前を再生	Errore collegamento video, riproduci prec	Error de enlace de video, reproducir anterior	Ошибка ссылки на видео, воспроизвести пред.
STR_VIDEO_PLAY_FAIL	Video play fail	播放失败	Échec de jouer	Videowiedergabe fehlgeschlagen	動画の再生に失敗する	Riproduzione video fallita	Error de reproducción de video	Ошибка воспроизведения видео
STR_FIRST_VIDEO	The first video	第一个视频	La première vidéo	Das erste Video	最初のビデオ	Il primo filmato	el primer vídeo	Первое видео
STR_LAST_VIDEO	The last video	最后一个视频	La dernière vidéo	Das letzte Video	最後のビデオ	L'ultimo filmato	el último vídeo	Последнее видео
STR_VIDEO_PLAY_FAIL_PLAY_NEXT	Video play fail,play next	播放失败，播放下一个节目	Jouer échec jouer prochain spectacle	Videowiedergabe fehlgeschlagen, nächste Wiedergabe	動画の再生に失敗しました。次に再生してください	La riproduzione del video fallisce, riproduci il prossimo	Fallo en la reproducción del video, reproduzca a continuación	Не удалось воспроизвести видео, воспроизвести следующее
STR_WIFI_PLUGOUT_REBOOT	WiFi plug out, reboot now ...	WiFi拔出, 重启...	Prise WiFi, redémarrez maintenant ...	WLAN-Stecker raus, jetzt neu starten ...	Wi-Fi プラグを抜いて、今すぐ再起動してください...	Spegni il WiFi, riavvia ora...	Enchufe WiFi, reinicie ahora ...	Отключить Wi-Fi, перезагрузить сейчас ...
STR_VIDEO_INFO_ERR_RETRY	Video info acquisition failed,\npress ok to retry.	视频信息获取失败，按下OK键重试	Impossible d’obtenir l’information vidéo, appuyez sur OK pour réessayer	Die Erfassung der Videoinformationen ist fehlgeschlagen.\nDrücken Sie „OK“, um es noch einmal zu versuchen.	ビデオ情報の取得に失敗しました。\n[OK]を押して再試行してください。	Acquisizione delle informazioni sul video non riuscita,\npremi OK per riprovare.	No se pudo adquirir la información del video,\npresione ok para volver a intentarlo.	Не удалось получить информацию о видео.\nНажмите \"ОК\", чтобы повторить попытку.
STR_VIDEO_INFO_ERR_RETRY_AGAIN	Video info acquisition failed,\nretry again.	视频信息获取失败，请重试	Échec de l’obtention des informations vidéo, veuillez réessayer	Die Erfassung der Videoinformationen ist fehlgeschlagen.\nVersuchen Sie es erneut.	ビデオ情報の取得に失敗しました。\nもう一度やり直してください。	Acquisizione delle informazioni sul video non riuscita,\nriprova.	No se pudo adquirir la información del video,\ninténtalo de nuevo.	Не удалось получить информацию о видео.\nПовторите попытку.
STR_PREVIEW_ERROR	Preview fail	预览失败	Échec de l’aperçu	Vorschau fehlgeschlagen	プレビュー失敗	Anteprima fallita	Vista previa fallida	Ошибка предварительного просмотра
STR_IMG_DIS_REALSIZE	Realsize	原图	Taille réelle	Realisieren	リアルサイズ	Realizza	Tamaño real	Реальный размер
STR_IMG_DIS_THUMBNAIL	Thumbnail	缩略图	Miniature	Miniaturansicht	サムネイル	Miniatura	Miniatura	Миниатюра
STR_IMG_DIS_AUTO	Auto	自动	Auto	Auto	自動	Auto	Auto	Авто
STR_IMG_DIS_CROP	Crop	裁剪	jabot	Ernte	作物	Raccolto	Cultivo	Обрезать
STR_IMG_DIS_FULLSCREEN	Full	满屏	Pleine	Voll	満杯	Pieno	Lleno	Полный
STR_UPGRADE_PROMPT	upgrade?	升级?	mise à niveau?	Aktualisierung?	アップグレード？	aggiornamento?	¿mejora?	обновление?
STR_AUTO_KEYSTONE	Auto Keystone Correction	自动梯形校正	Correction Trapézoïdale Auto	Automatische Trapezkorrektur	自動台形補正	Trapezio Automatico	Corrección Trapezoidal Auto	автоматическая коррекция
STR_MANUAL_KEYSTONE	Manual Keystone Correction	手动梯形校正	Correction Trapézoïdale Manuelle	Manueller Keystone	手動台形補正	Trapezio Manuale	Corrección Trapezoidal Manual	ручная калибровка
STR_PLUS	+	+	+	+	+	+	+	+
STR_MINUS	-	-	-	-	-	-	-	-
STR_HOME_BG	Homepage Color	主页颜色	Couleur page d'accueil	Hintergrundfarbe der Homepage	背景色	Colore della home page	Color de página inicio	Цвет домашней страницы
STR_COLOR_BLUE	Blue	蓝色	Bleu	Blau	青	Blu	Azul	Синий
STR_COLOR_DARK_BLUE	Dark blue	深蓝	Bleu foncé	Dunkelblau	濃紺	Blu scuro	Azul oscuro	Темно-синий
STR_COLOR_WHITE	White	白色	Blanc	Weiss	白	Bianco	Blanco	Белый
STR_COLOR_GREY	Grey	灰色	Gris	Grau	グレー	Grigio	Gris	Серый
STR_FACTORY_RESET_CONTENT	Do you want to restore factory settings?	是否恢复出厂设置？	Voulez-vous restaurer les réglages d'usine ?	Möchten Sie die Werkseinstellungen wiederherstellen?	工場出荷時の設定を復元しますか?	Vuoi ripristinare le impostazioni di fabbrica?	¿Quieres restaurar la configuración de fábrica?	Хотите восстановить заводские настройки?
STR_PHOTO_PREV	Prev	上一张	Next	Vorher	前へ	Prec	Anterior	Пред.
STR_PHOTO_NEXT	Next	下一张	Préc	Nächste	次	Prossimo	Próximo	Следующий
STR_NETWORK_UPGRADE	Do you want to upgrade to the new version?	您想要升级新的版本?	Voulez-vous passer à la nouvelle version ?	Möchten Sie auf die neue Version upgraden?	新しいバージョンにアップグレードしますか?	Vuoi eseguire l'aggiornamento alla nuova versione?	¿Quieres actualizar a la nueva versión?	Хотите перейти на новую версию?
STR_ZOOMIN_STATE	Zoom	放大	Zoom	Zoom	ズーム	Zoom	Zoom	Увеличить
STR_ZOOMOUT_STATE	Zoom	缩小	Zoom	Zoom	ズーム	Zoom	Zoom	Увеличить
STR_BT_MAC	devices MAC address	设备MAC地址	Adresse MAC de l’appareil	MAC-Adresse des Geräts	デバイスのMACアドレス	indirizzo MAC dei dispositivi	dirección MAC de los dispositivos	MAC-адрес устройства
STR_BT_CONN_FAILED1	Cannot establish connection with	无法与设备	Cannot connect with	Es kann keine Verbindung hergestellt werden	との接続を確立できません	Impossibile stabilire una connessione con	No se puede establecer conexión con	Не удается установить соединение с
STR_BT_CONN_FAILED2	Please check and try again	建立连接,请检查后重试	Please check and try again	Bitte überprüfen Sie es und versuchen Sie es erneut	確認してもう一度お試しください	Si prega di verificare e riprovare	Por favor revisa e intenta de nuevo	Пожалуйста проверьте и попробуйте снова
STR_FAC_BT_UPGRADE_MODE	蓝牙升级	蓝牙升级	蓝牙升级	蓝牙升级	蓝牙升级	蓝牙升级	蓝牙升级	蓝牙升级
STR_FAC_VIDOE_TEST	USB视频测试	USB视频测试	USB视频测试	USB视频测试	USB视频测试	USB视频测试	USB视频测试	USB视频测试
STR_OAT_ONLINE_UPDATE	Online Update  	在线升级	Mise à jour en ligne	Online Update	オンライン・更新	Aggiornamento in linea	Actualización en línea	Онлайн-обновление
STR_CAST_SSID_DEVICE	Device	设备	Appareil	Gerät	デバイス	Dispositivo	Dispositivo	Устройство
STR_SET_SLEEP_COUNTDOWN	s Shutdown,Press any key to cancel	s关机,按任意按键取消	s Fermer,Appuyez sur n'importe quelle touche pour annuler	s Abschalten,Zum Abbrechen drücken Sie eine beliebige Taste	s シャットダウン、キャンセルするにはいずれかのキーを押してください	s Fermare,Premere un tasto qualsiasi per annullare	s Cerrar,Presione cualquier tecla para cancelar	с Неисправность,Нажмите любую клавишу, чтобы отменить
STR_AUTO_SLEEP_10M	10m	10分钟	10m	10m	10m	10m	10m	10м
STR_AUTO_SLEEP_20M	20m	20分钟	20m	20m	20m	20m	20m	20м
STR_AUTO_SLEEP_30M	30m	30分钟	30m	30m	30m	30m	30m	30м
STR_AUTO_SLEEP_90M	90m	90分钟	90m	90m	90m	90m	90m	90м
STR_FAC_KETSTONE_CALIBRATION	梯形校准 	梯形校准 	梯形校准 	梯形校准 	梯形校准 	梯形校准 	梯形校准 	梯形校准 
STR_VIDEO_DELAY	Video delay	视频延时	Délai vidéo	Video-Verzögerung	視頻延遲	Ritardo video	Retardo de vídeo	Задержка видео
STR_FAC_AUDIO_TEST	USB音频测试	USB音频测试	USB音频测试	USB音频测试	USB音频测试	USB音频测试	USB音频测试	USB音频测试
STR_FAC_FAN_ADJUST	风扇调试	风扇调试	风扇调试	风扇调试	风扇调试	风扇调试	风扇调试	风扇调试
STR_FAC_WIFI_SET	wifi设置	wifi设置	wifi设置	wifi设置	wifi设置	wifi设置	wifi设置	wifi设置
STR_FAC_BT_SET	蓝牙设置	蓝牙设置	蓝牙设置	蓝牙设置	蓝牙设置	蓝牙设置	蓝牙设置	蓝牙设置
STR_FAC_SHARPNESS_TEST	清晰度测试	清晰度测试	清晰度测试	清晰度测试	清晰度测试	清晰度测试	清晰度测试	清晰度测试
STR_FAC_WHITE_SCENE_TEST	白场	白场	白场	白场	白场	白场	白场	白场
STR_FAC_BLACK_SCENE_TEST	黑场	黑场	黑场	黑场	黑场	黑场	黑场	黑场
STR_FAC_BRIGHTNESS_TEST	九宫格	九宫格	九宫格	九宫格	九宫格	九宫格	九宫格	九宫格
STR_FAC_AGEING_TEST	老化测试	老化测试	老化测试	老化测试	老化测试	老化测试	老化测试	老化测试
STR_FAC_PCB_TEST	PCB测试	PCB测试	PCB测试	PCB测试	PCB测试	PCB测试	PCB测试	PCB测试
STR_TOAST_IOS17_CAST_WARN	Cannot support iOS 17 miracast with cable.	不支持有线 iOS 17同屏	Impossible de prendre en charge iOS 17 Miracast avec câble.	iOS 17 Miracast mit Kabel kann nicht unterstützt werden.	ケーブルでは iOS 17 ミラキャストをサポートできません。	Impossibile supportare Miracast iOS 17 con cavo.	No es compatible con iOS 17 miracast con cable.	Невозможно поддерживать miracast iOS 17 по кабелю.
STR_FRONT_CEILING2	Front Ceiling	吊装正投	Plafond Avant	Vordere Decke	天井正面投影	Soffitto Anteriore	Techo Frontal	Передний потолок
STR_BACK_TABLE2	Back Table	桌上背投	Table Arrière	Rücktisch	背面投影	Tabella Posteriore	Mesa Trasera	Задний стол
STR_BACK_CEILING2	Back Ceiling	吊装背投	Plafond Arrière	Hintere Decke	天井背面投影	Soffitto Posteriore	Techo Trasero	Назад Потолок
STR_MOSAIC_EFFECT	Mosaic	马赛克	Mosaique	Mosaik	モザイク 	Mosaico	Mosaico	Мозаика
STR_USB_READ_ERROR	USB disk read error occurred,\nplease re-plug	USB读取错误，请重新插拔	Erreur de lecture USB, s’il vous plaît rebrancher	USB-Disk-Lesefehler aufgetreten, bitte neu einstecken	USBディスクの読み取りエラーが発生しました、再度差し込んでください	Errore di lettura del disco USB, si prega di ricollegare	Se produjo un error de lectura del disco USB, por favor vuelva a enchufarlo	Произошла ошибка чтения USB-диска, пожалуйста, переподключите
STR_WIFI_DEV_DETECTING	WiFi detecting ...	WiFi 检测中 ...	Détection WiFi ...	WLAN wird erkannt ...	WiFiを検出中...	Rilevamento WiFi in corso...	Detectando WiFi...	Поиск WiFi...
STR_WIFI_DEV_DETECT_FAIL	WiFi detect fail!	WiFi 检测失败	La détection WiFi a échoué	WLAN-Erkennung fehlgeschlagen!	WiFi検出に失敗しました！	Rilevamento WiFi non riuscito!	¡Fallo al detectar WiFi!	Ошибка обнаружения WiFi!
STR_WIFI_DEV_DETECT_OK	WiFi detect success!	WiFi 检测成功	Détection wifi réussie	WLAN-Erkennung erfolgreich!	WiFi検出に成功しました！	Rilevamento WiFi riuscito!	¡Éxito al detectar WiFi!	Успешное обнаружение WiFi!
STR_LIMITED	Copyright limited	版权受限	Droits d'auteur limités	Copyright beschränkt	著作権制限	Copyright limitato	Derechos de autor limitados	Авторское право ограничено
STR_IUSB_NO_DATA	Connect fail! Please reboot or reconnect the phone.	连接错误，请重连或者重启手机	Erreur de connexion, veuillez vous reconnecter ou redémarrer le téléphone	Verbindung fehlgeschlagen! Bitte das Telefon neu starten oder erneut anschließen.	接続失敗！再起動するか、電話を再接続してください。	Connessione fallita! Si prega di riavviare o ricollegare il telefono.	¡Error de conexión! Por favor reinicie o vuelva a conectar el teléfono.	Сбой подключения! Пожалуйста, перезагрузите или повторно подключите телефон.
STR_MP_UI_ERR	Playback Error (Code: %d-%d)	播放出错 (错误码: %d-%d)	Playback Error (Code: %d-%d)	Wiedergabefehler (Code: %d-%d)	再生エラー（コード：%d-%d）	Errore di riproduzione (Codice: %d-%d)	Error de reproducción (Código: %d-%d)	Ошибка воспроизведения (Код: %d-%d)
STR_MP_UI_ERR_RETRY	Playback Error,try again (Code: %d-%d)	播放出错,请重试 (错误码: %d-%d)	Playback Error,try again (Code: %d-%d)	Wiedergabefehler, versuchen Sie es erneut (Code: %d-%d)	再生エラー、もう一度試してください（コード：%d-%d）	Errore di riproduzione, riprova (Codice: %d-%d)	Error de reproducción, inténtelo de nuevo (Código: %d-%d)	Ошибка воспроизведения, попробуйте еще раз (Код: %d-%d)
STR_CVBS_IN_GAIN	CVBS in gain	视频输入增益	Gain de CVBS	CVBS-Eingangsgewinn	CVBS入力ゲイン	Guadagno in ingresso CVBS	Ganancia de entrada CVBS	Усиление CVBS-входа
STR_UPGRADE_PRODUCT_ERR	upgrade product number err!	升级软件产品型号错误!	Mettre à niveau le numéro de produit Err !	Produktregistrierungsfehler!	製品番号のアップグレードエラー！	Errore di aggiornamento del numero di prodotto!	¡Error de número de producto de actualización!	Ошибка обновления номера продукта!
STR_FACTORY_SETTING	Factory Setting	工厂设置	Set en usine	Werkseinstellung	工場設定	Impostazioni di fabbrica	Configuración de fábrica	Заводские настройки
STR_CVBS_TRAINING	CVBS训练	CVBS训练	CVBS训练	CVBS训练	CVBS训练	CVBS训练	CVBS训练	CVBS训练
STR_CVBS_RUNNING	CVBS训练中	CVBS训练中	CVBS训练中	CVBS训练中	CVBS训练中	CVBS训练中	CVBS训练中	CVBS训练中
STR_EXIT_HDMI_RX_FIRST	HDMI FIRST EXIT	HDMI FIRST EXIT	HDMI FIRST EXIT	HDMI FIRST EXIT	HDMI FIRST EXIT	HDMI FIRST EXIT	HDMI FIRST EXIT	HDMI FIRST EXIT
STR_EXIT_MP_FIRST	MP FIRST EXIT	MP FIRST EXIT	MP FIRST EXIT	MP FIRST EXIT	MP FIRST EXIT	MP FIRST EXIT	MP FIRST EXIT	MP FIRST EXIT
STR_CVBS_TRAINING_OK	CVBS 训练成功	CVBS 训练成功	CVBS 训练成功	CVBS 训练成功	CVBS 训练成功	CVBS 训练成功	CVBS 训练成功	CVBS 训练成功
STR_CVBS_RUNNING_FAILED	RUNNING FAILED CVBS	RUNNING FAILED CVBS	RUNNING FAILED CVBS	RUNNING FAILED CVBS	RUNNING FAILED CVBS	RUNNING FAILED CVBS	RUNNING FAILED CVBS	RUNNING FAILED CVBS
STR_ALPHAS_HOME_SET	Set	设置	Ensemble	Satz	セット	Impostato	Colocar	Набор
STR_ALPHAS_HOME_WIFI	WI-FI	WI-FI	WI-FI	WI-FI	WI-FI	WI-FI	WI-FI	WI-FI
STR_ALPHAS_HOME_BT	BT	BT	BT	BT	BT	BT	BT	BT
STR_ALPHAS_HOME_IOSCAST	iOS Cast	iOS 同屏	Distribution iOS	iOS-Besetzung	iOSキャスト	Trasmissione iOS	Reparto de iOS	iOS Литье
STR_ALPHAS_HOME_DLNA	DLNA	DLNA	DLNA	DLNA	DLNA	DLNA	DLNA	DLNA
STR_ALPHAS_HOME_MIR	Android Miracast	Android Miracast	Android Miracast	Android Miracast	Android Miracast	Android Miracast	Android Miracast	Android Miracast
STR_ALPHAS_DLNA_STR1	(The phone/Pad must be on the same\nnetwork as the projector device.)	（手机/平板必须与投影设备在同一网络上。）	(Le téléphone/La tablette doit être sur le même réseau que le dispositif de \nprojection.)	(Das Telefon/Das Tablet muss im selben Netzwerk wie das Projektionsgerät sein.)	（スマートフォン/タブレットはプロジェクターと同じネットワーク上にある\n必要があります。）	(Il telefono/il tablet deve essere nella stessa rete del dispositivo di proiezione.)	(El teléfono/La tableta debe estar en la misma red que el dispositivo de \nproyección.)	(Телефон/Планшет должен быть в той же сети, что и устройство \nпроекции.)
STR_ALPHAS_DLNA_STR2	1. Open the video playing app.	1. 打开视频播放应用程序。	1. Ouvrez l'application de lecture vidéo.	1. Öffne die Videowiedergabe-App.	1. ビデオ再生アプリを開く。	1. Apri l'applicazione di riproduzione video.	1. Abre la aplicación de reproducción de video.	1. Откройте приложение для проигрывания видео.
